"","gene_name","cont_topology","intro_topology","control_trio_min","intro_trio_min"
"6166","Solyc04g081100"," P1P2"," P1P2","P1P2","P1P2"
"6167","Solyc04g081150"," P1P2"," P1P2","P1P3","P1P3"
"6169","Solyc04g081160"," P1P2"," P1P2","P1P2","P1P2"
"6170","Solyc04g081170"," P1P2"," P1P2","P1P3","P1P3"
"6172","Solyc04g081190"," P1P2"," P1P2","P2P3","P1P2"
"6174","Solyc04g081210"," P1P2"," P1P2","P1P2","P1P3"
"6176","Solyc04g081230"," P1P2"," P1P2","P2P3","P1P2"
"6180","Solyc04g081260"," P1P2"," P1P2","P2P3","P1P2"
"6181","Solyc04g081300"," P1P2"," P1P2","P1P2","P1P3"
"6182","Solyc04g081310"," P1P2"," P1P2","P1P2","P1P2"
"6183","Solyc04g081320"," P1P2"," P1P2","P1P2","P2P3"
"6184","Solyc04g081330"," P1P2"," P2P3","P1P3","P2P3"
"6185","Solyc04g081340"," P1P2"," P2P3","P1P2","P1P2"
"6186","Solyc04g081350"," P1P2"," P1P2","P1P2","P2P3"
"6187","Solyc04g081360"," P1P2"," P2P3","P1P3","P1P2"
"6190","Solyc04g081370"," P1P2"," P1P2","P1P2","P1P2"
"6191","Solyc04g081420"," P1P2"," P1P2","P1P2","P1P2"
"6192","Solyc04g081430"," P1P2"," P1P2","P1P3","P2P3"
"6193","Solyc04g081440"," P1P2"," P1P2","P1P3","P1P3"
"6194","Solyc04g081450"," P1P2"," P1P3","P1P2","P2P3"
"6195","Solyc04g081470"," P1P2"," P2P3","P1P2","P1P2"
"6196","Solyc04g081490"," P1P2"," P1P2","P1P2","P2P3"
"6197","Solyc04g081500"," P1P2"," P1P2","P2P3","P1P2"
"6198","Solyc04g081510"," P1P2"," P1P2","P2P3","P1P3"
"6199","Solyc04g081530"," P1P2"," P1P3","P2P3","P2P3"
"6201","Solyc04g081540"," P1P2"," P1P3","P1P3","P1P2"
"6202","Solyc04g081570"," P1P2"," P1P2","P1P2","P2P3"
"6203","Solyc04g081580"," P1P3"," P2P3","P1P3","P2P3"
"6205","Solyc04g081590"," P1P2"," P2P3","P1P3","P1P2"
"6207","Solyc04g081740"," P1P3"," P2P3","P1P3","P1P3"
"6208","Solyc04g081820"," P1P2"," P1P2","P1P2","P2P3"
"6209","Solyc04g081850"," P1P2"," P2P3","P1P2","P2P3"
"6211","Solyc04g081880"," P1P2"," P1P2","P1P2","P1P2"
"6212","Solyc04g081900"," P1P2"," P1P2","P2P3","P2P3"
"6213","Solyc04g081920"," P1P2"," P1P2","P1P3","P1P2"
"6216","Solyc04g081930"," P1P2"," P1P2","P1P2","P2P3"
"6217","Solyc04g081960"," P1P2"," P1P2","P2P3","P1P3"
"6218","Solyc04g081970"," P1P2"," P1P2","P1P3","P2P3"
"6219","Solyc04g081980"," P1P2"," P1P2","P2P3","P1P2"
"6220","Solyc04g082010"," P1P2"," P2P3","P1P3","P1P3"
"6221","Solyc04g082020"," P1P2"," P1P2","P1P2","P2P3"
"6222","Solyc04g082030"," P1P2"," P2P3","P1P2","P1P3"
"6223","Solyc04g082040"," P1P2"," P1P2","P2P3","P1P2"
"6224","Solyc04g082060"," P1P2"," P1P2","P2P3","P2P3"
"6228","Solyc04g082070"," P1P2"," P1P2","P1P2","P2P3"
"6229","Solyc04g082130"," P1P2"," P1P2","P2P3","P2P3"
"6230","Solyc04g082140"," P1P2"," P1P2","P1P3","P1P2"
"6231","Solyc04g082160"," P1P2"," P1P2","P2P3","P1P3"
"6233","Solyc04g082200"," P1P2"," P1P2","P2P3","P2P3"
"6234","Solyc04g082250"," P1P2"," P1P2","P2P3","P1P3"
"6235","Solyc04g082260"," P1P2"," P2P3","P1P3","P1P3"
"6236","Solyc04g082300"," P1P2"," P2P3","P2P3","P2P3"
"6238","Solyc04g082310"," P1P2"," P1P2","P2P3","P2P3"
"6239","Solyc04g082330"," P1P2"," P1P2","P1P2","P1P3"
"6241","Solyc04g082340"," P1P2"," P1P2","P1P2","P1P2"
"6242","Solyc04g082390"," P1P2"," P2P3","P1P2","P2P3"
"6243","Solyc04g082400"," P1P2"," P1P2","P1P3","P1P2"
"6246","Solyc04g082420"," P1P2"," P1P2","P1P3","P2P3"
"6247","Solyc04g082470"," P1P2"," P1P3","P2P3","P1P2"
"6248","Solyc04g082480"," P1P2"," P1P2","P2P3","P2P3"
"6249","Solyc04g082490"," P1P2"," P1P2","P1P2","P1P3"
"6250","Solyc04g082510"," P1P2"," P1P2","P1P3","P1P3"
"6251","Solyc04g082530"," P1P2"," P2P3","P1P3","P1P3"
"6253","Solyc04g082560"," P1P2"," P1P2","P2P3","P1P2"
"6254","Solyc04g082570"," P1P2"," P1P2","P2P3","P2P3"
"6256","Solyc04g082580"," P1P2"," P1P2","P1P2","P1P2"
"6257","Solyc04g082600"," P1P2"," P1P2","P2P3","P2P3"
"6258","Solyc04g082610"," P1P2"," P1P2","P2P3","P1P2"
"6259","Solyc04g082620"," P1P2"," P1P2","P1P3","P2P3"
"6260","Solyc04g082640"," P1P2"," P1P2","P1P2","P1P3"
"6263","Solyc04g082650"," P1P2"," P1P2","P2P3","P2P3"
"6264","Solyc04g082700"," P1P2"," P1P2","P2P3","P1P2"
"6265","Solyc04g082720"," P1P2"," P1P3","P1P3","P1P2"
"6266","Solyc04g082750"," P1P2"," P1P2","P1P2","P1P3"
"6267","Solyc04g082760"," P1P2"," P1P2","P1P3","P1P3"
"6269","Solyc04g082770"," P1P2"," P1P2","P1P2","P1P3"
"6273","Solyc04g082790"," P1P2"," P1P2","P1P2","P1P2"
"6276","Solyc04g082840"," P1P2"," P1P2","P1P2","P1P3"
"6277","Solyc04g082880"," P1P2"," P1P2","P1P3","P2P3"
"6278","Solyc04g082890"," P1P2"," P1P2","P2P3","P1P2"
"6279","Solyc04g082900"," P1P2"," P2P3","P1P3","P2P3"
"6281","Solyc04g082910"," P1P2"," P1P3","P1P2","P1P2"
"6284","Solyc04g082950"," P1P2"," P1P2","P1P3","P1P3"
"6286","Solyc04g082990"," P1P2"," P1P2","P1P2","P2P3"
"6289","Solyc05g005010"," P1P2"," P1P2","P1P2","P1P2"
"6290","Solyc05g005020"," P1P2"," P1P2","P1P2","P1P2"
"6292","Solyc05g005120"," P1P2"," P1P2","P1P2","P2P3"
"6293","Solyc05g005130"," P1P2"," P1P2","P1P2","P1P3"
"6296","Solyc05g005160"," P1P2"," P1P2","P2P3","P2P3"
"6297","Solyc05g005170"," P1P2"," P1P2","P2P3","P1P3"
"6298","Solyc05g005180"," P1P2"," P1P2","P2P3","P1P3"
"6299","Solyc05g005190"," P1P2"," P1P2","P1P3","P1P2"
"6300","Solyc05g005200"," P1P2"," P1P2","P1P3","P1P3"
"6301","Solyc05g005210"," P1P2"," P1P2","P1P2","P2P3"
"6303","Solyc05g005250"," P1P2"," P1P2","P1P2","P1P2"
"6304","Solyc05g005260"," P1P2"," P2P3","P1P2","P2P3"
"6305","Solyc05g005310"," P1P2"," P1P2","P1P3","P1P3"
"6306","Solyc05g005320"," P1P2"," P2P3","P1P3","P1P2"
"6307","Solyc05g005460"," P1P2"," P1P2","P1P2","P1P2"
"6308","Solyc05g005490"," P1P2"," P2P3","P1P3","P2P3"
"6309","Solyc05g005510"," P1P2"," P1P2","P1P3","P1P3"
"6310","Solyc05g005560"," P1P2"," P1P2","P2P3","P2P3"
"6312","Solyc05g005620"," P1P2"," P1P2","P1P2","P1P2"
"6313","Solyc05g005630"," P1P2"," P1P2","P2P3","P1P3"
"6314","Solyc05g005640"," P1P2"," P1P2","P2P3","P2P3"
"6315","Solyc05g005650"," P1P2"," P1P3","P1P3","P1P3"
"6316","Solyc05g005690"," P1P2"," P1P2","P2P3","P2P3"
"6317","Solyc05g005700"," P1P2"," P1P2","P1P2","P1P3"
"6318","Solyc05g005710"," P1P2"," P1P2","P2P3","P2P3"
"6319","Solyc05g005730"," P1P2"," P1P2","P1P3","P2P3"
"6321","Solyc05g005740"," P1P2"," P1P2","P2P3","P2P3"
"6322","Solyc05g005750"," P1P2"," P1P2","P1P3","P2P3"
"6323","Solyc05g005760"," P1P2"," P1P2","P2P3","P1P3"
"6324","Solyc05g005770"," P1P2"," P1P2","P2P3","P1P2"
"6325","Solyc05g005780"," P1P2"," P2P3","P1P3","P1P2"
"6326","Solyc05g005790"," P1P2"," P1P2","P2P3","P2P3"
"6327","Solyc05g005800"," P1P2"," P1P2","P2P3","P1P2"
"6328","Solyc05g005810"," P1P2"," P1P3","P1P3","P2P3"
"6330","Solyc05g005900"," P1P2"," P1P2","P1P3","P1P3"
"6331","Solyc05g005990"," P1P2"," P1P2","P1P2","P1P3"
"6332","Solyc05g006010"," P1P2"," P1P2","P2P3","P1P3"
"6333","Solyc05g006050"," P1P2"," P1P2","P1P2","P1P3"
"6334","Solyc05g006070"," P1P2"," P1P2","P1P3","P1P2"
"6336","Solyc05g006090"," P1P2"," P1P2","P1P3","P1P2"
"6337","Solyc05g006100"," P1P2"," P1P2","P2P3","P2P3"
"6338","Solyc05g006120"," P1P2"," P1P2","P1P2","P1P2"
"6339","Solyc05g006130"," P1P2"," P1P2","P1P2","P1P2"
"6343","Solyc05g006220"," P1P2"," P1P2","P2P3","P2P3"
"6345","Solyc05g006320"," P1P2"," P1P2","P1P3","P1P3"
"6347","Solyc05g006340"," P1P2"," P1P2","P2P3","P1P2"
"6348","Solyc05g006400"," P1P2"," P1P2","P2P3","P1P2"
"6349","Solyc05g006410"," P1P2"," P1P2","P1P3","P1P2"
"6350","Solyc05g006420"," P1P2"," P1P2","P1P3","P1P2"
"6351","Solyc05g006440"," P1P3"," P1P2","P1P2","P1P3"
"6355","Solyc05g006510"," P1P2"," P1P2","P1P2","P1P3"
"6356","Solyc05g006520"," P1P2"," P1P2","P1P2","P2P3"
"6357","Solyc05g006530"," P1P2"," P1P2","P1P3","P1P2"
"6359","Solyc05g006560"," P1P2"," P1P2","P1P2","P2P3"
"6360","Solyc05g006570"," P1P2"," P1P2","P1P2","P2P3"
"6361","Solyc05g006580"," P1P2"," P1P2","P1P2","P2P3"
"6362","Solyc05g006590"," P1P2"," P1P2","P1P3","P1P3"
"6363","Solyc05g006620"," P1P2"," P1P2","P1P2","P2P3"
"6364","Solyc05g006630"," P1P2"," P1P2","P1P2","P1P3"
"6366","Solyc05g006650"," P1P2"," P1P3","P1P2","P1P2"
"6367","Solyc05g006660"," P1P2"," P1P2","P1P2","P1P3"
"6370","Solyc05g006710"," P1P2"," P1P2","P2P3","P2P3"
"6372","Solyc05g006760"," P1P2"," P1P2","P1P2","P1P2"
"6373","Solyc05g006770"," P1P2"," P1P2","P1P2","P1P3"
"6374","Solyc05g006780"," P1P2"," P1P2","P1P2","P2P3"
"6376","Solyc05g006810"," P1P2"," P1P2","P1P3","P1P2"
"6377","Solyc05g006820"," P1P2"," P2P3","P1P2","P2P3"
"6378","Solyc05g006880"," P1P2"," P1P2","P1P3","P1P3"
"6379","Solyc05g006890"," P2P3"," P2P3","P1P2","P1P2"
"6381","Solyc05g006910"," P1P2"," P1P2","P1P3","P2P3"
"6382","Solyc05g006920"," P1P2"," P1P2","P1P2","P1P2"
"6384","Solyc05g006950"," P1P2"," P1P2","P1P2","P1P3"
"6385","Solyc05g006960"," P1P2"," P1P2","P2P3","P1P2"
"6387","Solyc05g006980"," P1P2"," P1P2","P2P3","P2P3"
"6389","Solyc05g007020"," P1P2"," P1P2","P1P3","P1P2"
"6390","Solyc05g007030"," P1P2"," P1P2","P1P2","P2P3"
"6391","Solyc05g007050"," P1P2"," P1P2","P1P3","P1P3"
"6392","Solyc05g007060"," P1P2"," P1P2","P1P2","P1P3"
"6393","Solyc05g007080"," P1P2"," P1P2","P1P3","P2P3"
"6394","Solyc05g007100"," P1P2"," P1P2","P1P2","P1P2"
"6395","Solyc05g007120"," P1P2"," P1P2","P1P2","P1P2"
"6396","Solyc05g007130"," P1P2"," P1P2","P1P3","P1P2"
"6397","Solyc05g007140"," P1P2"," P1P2","P1P2","P2P3"
"6398","Solyc05g007150"," P1P2"," P1P2","P1P3","P1P3"
"6401","Solyc05g007190"," P1P2"," P1P2","P2P3","P1P3"
"6404","Solyc05g007230"," P1P2"," P1P2","P2P3","P1P2"
"6406","Solyc05g007250"," P1P2"," P1P2","P2P3","P1P2"
"6407","Solyc05g007260"," P1P2"," P1P2","P1P2","P1P3"
"6408","Solyc05g007270"," P1P2"," P1P2","P1P3","P1P3"
"6409","Solyc05g007280"," P1P2"," P2P3","P1P3","P2P3"
"6410","Solyc05g007290"," P1P2"," P1P2","P1P3","P1P2"
"6411","Solyc05g007430"," P1P2"," P1P2","P1P2","P1P2"
"6412","Solyc05g007440"," P1P2"," P1P3","P1P3","P1P3"
"6413","Solyc05g007460"," P1P2"," P2P3","P1P3","P1P2"
"6414","Solyc05g007490"," P1P2"," P1P2","P1P2","P2P3"
"6415","Solyc05g007500"," P1P2"," P2P3","P2P3","P2P3"
"6416","Solyc05g007510"," P1P2"," P1P3","P1P3","P1P3"
"6419","Solyc05g007580"," P1P2"," P1P2","P1P3","P2P3"
"6420","Solyc05g007670"," P1P2"," P1P2","P2P3","P1P3"
"6422","Solyc05g007680"," P1P2"," P1P2","P1P2","P1P3"
"6423","Solyc05g007730"," P1P2"," P1P2","P1P3","P2P3"
"6425","Solyc05g007770"," P1P2"," P1P2","P1P2","P1P3"
"6426","Solyc05g007800"," P1P2"," P1P2","P1P2","P1P2"
"6427","Solyc05g007810"," P1P2"," P1P2","P1P2","P1P3"
"6428","Solyc05g007820"," P1P2"," P1P2","P2P3","P1P3"
"6429","Solyc05g007830"," P1P2"," P1P2","P2P3","P2P3"
"6430","Solyc05g007840"," P1P2"," P2P3","P2P3","P2P3"
"6431","Solyc05g007880"," P1P2"," P1P2","P1P3","P1P3"
"6432","Solyc05g007900"," P1P2"," P1P2","P2P3","P2P3"
"6433","Solyc05g007910"," P1P2"," P1P2","P1P2","P2P3"
"6434","Solyc05g007930"," P1P2"," P1P2","P1P2","P1P3"
"6435","Solyc05g007950"," P1P2"," P1P2","P1P3","P1P2"
"6436","Solyc05g007960"," P1P2"," P1P2","P2P3","P1P2"
"6437","Solyc05g007970"," P1P2"," P1P2","P2P3","P1P2"
"6438","Solyc05g007980"," P1P2"," P1P2","P1P3","P1P3"
"6439","Solyc05g007990"," P1P2"," P2P3","P1P3","P1P3"
"6441","Solyc05g008040"," P1P2"," P1P2","P1P2","P2P3"
"6442","Solyc05g008060"," P1P2"," P1P2","P1P2","P1P2"
"6444","Solyc05g008100"," P1P2"," P1P2","P1P2","P1P3"
"6445","Solyc05g008110"," P1P2"," P1P2","P1P2","P1P3"
"6446","Solyc05g008140"," P1P2"," P1P2","P1P2","P1P2"
"6447","Solyc05g008180"," P1P2"," P1P2","P1P3","P2P3"
"6448","Solyc05g008190"," P1P2"," P1P2","P1P2","P2P3"
"6449","Solyc05g008200"," P1P2"," P1P2","P2P3","P1P3"
"6450","Solyc05g008230"," P1P2"," P1P2","P1P2","P2P3"
"6451","Solyc05g008260"," P1P2"," P1P2","P1P2","P1P2"
"6452","Solyc05g008270"," P1P2"," P1P2","P1P3","P2P3"
"6454","Solyc05g008330"," P1P2"," P1P3","P2P3","P1P2"
"6455","Solyc05g008340"," P1P2"," P1P2","P2P3","P1P3"
"6457","Solyc05g008370"," P1P2"," P1P2","P2P3","P1P2"
"6458","Solyc05g008380"," P1P2"," P1P2","P1P2","P1P3"
"6459","Solyc05g008400"," P1P2"," P1P2","P1P2","P2P3"
"6460","Solyc05g008420"," P1P2"," P1P2","P1P2","P1P3"
"6461","Solyc05g008430"," P1P2"," P1P2","P2P3","P2P3"
"6462","Solyc05g008440"," P1P2"," P2P3","P1P3","P1P3"
"6463","Solyc05g008450"," P1P2"," P1P2","P1P3","P1P2"
"6464","Solyc05g008460"," P1P2"," P1P2","P1P3","P1P2"
"6465","Solyc05g008480"," P1P2"," P1P3","P1P2","P1P2"
"6466","Solyc05g008510"," P1P2"," P1P2","P1P2","P1P2"
"6468","Solyc05g008530"," P1P2"," P1P2","P1P2","P1P3"
"6469","Solyc05g008560"," P1P2"," P1P2","P1P3","P1P3"
"6471","Solyc05g008580"," P1P2"," P1P2","P1P2","P2P3"
"6472","Solyc05g008590"," P1P2"," P1P2","P1P2","P1P2"
"6474","Solyc05g008600"," P1P2"," P1P2","P2P3","P2P3"
"6475","Solyc05g008610"," P1P2"," P1P2","P2P3","P1P2"
"6476","Solyc05g008620"," P1P2"," P1P2","P1P3","P2P3"
"6477","Solyc05g008630"," P1P2"," P1P2","P1P2","P2P3"
"6480","Solyc05g008640"," P1P2"," P1P3","P1P2","P2P3"
"6481","Solyc05g008750"," P1P2"," P1P2","P2P3","P2P3"
"6482","Solyc05g008770"," P1P2"," P1P2","P2P3","P1P2"
"6483","Solyc05g008780"," P1P2"," P2P3","P1P3","P2P3"
"6484","Solyc05g008790"," P1P2"," P1P2","P1P2","P1P3"
"6485","Solyc05g008800"," P1P2"," P2P3","P1P2","P1P3"
"6489","Solyc05g008860"," P1P2"," P1P2","P2P3","P2P3"
"6490","Solyc05g008870"," P1P2"," P1P2","P1P2","P1P3"
"6491","Solyc05g008900"," P1P2"," P1P2","P1P2","P1P2"
"6492","Solyc05g008920"," P1P2"," P1P2","P1P2","P2P3"
"6493","Solyc05g008930"," P1P2"," P1P3","P1P2","P1P2"
"6494","Solyc05g009020"," P1P2"," P1P2","P2P3","P1P3"
"6495","Solyc05g009030"," P1P2"," P1P2","P1P3","P1P3"
"6497","Solyc05g009100"," P1P2"," P1P2","P2P3","P2P3"
"6498","Solyc05g009130"," P1P2"," P1P2","P2P3","P2P3"
"6499","Solyc05g009140"," P1P2"," P1P2","P2P3","P2P3"
"6500","Solyc05g009150"," P1P2"," P1P2","P1P2","P1P3"
"6501","Solyc05g009160"," P1P2"," P1P2","P2P3","P1P3"
"6502","Solyc05g009190"," P1P2"," P1P2","P1P2","P1P3"
"6503","Solyc05g009220"," P1P2"," P1P2","P2P3","P1P2"
"6504","Solyc05g009230"," P1P2"," P1P2","P1P3","P1P2"
"6505","Solyc05g009250"," P1P2"," P1P2","P1P3","P1P2"
"6507","Solyc05g009300"," P1P2"," P1P2","P1P2","P1P2"
"6510","Solyc05g009350"," P1P2"," P1P2","P2P3","P1P2"
"6511","Solyc05g009360"," P1P2"," P1P2","P2P3","P2P3"
"6512","Solyc05g009370"," P1P2"," P1P2","P1P3","P1P2"
"6513","Solyc05g009390"," P1P2"," P1P2","P1P2","P1P3"
"6515","Solyc05g009420"," P1P2"," P1P2","P1P2","P1P3"
"6516","Solyc05g009450"," P1P2"," P1P2","P1P2","P1P3"
"6517","Solyc05g009460"," P1P2"," P1P3","P1P3","P1P2"
"6518","Solyc05g009470"," P1P2"," P1P2","P1P2","P1P2"
"6519","Solyc05g009500"," P1P2"," P1P3","P1P3","P1P2"
"6520","Solyc05g009520"," P1P2"," P1P2","P1P3","P1P2"
"6521","Solyc05g009530"," P1P2"," P1P2","P1P2","P1P2"
"6522","Solyc05g009540"," P1P2"," P1P2","P1P3","P1P2"
"6523","Solyc05g009550"," P1P2"," P2P3","P1P2","P2P3"
"6524","Solyc05g009570"," P1P2"," P1P2","P1P3","P1P3"
"6525","Solyc05g009600"," P1P2"," P1P2","P1P2","P1P2"
"6527","Solyc05g009630"," P1P2"," P1P2","P1P3","P1P2"
"6528","Solyc05g009670"," P1P2"," P1P2","P1P2","P1P3"
"6529","Solyc05g009680"," P1P2"," P1P2","P1P2","P2P3"
"6530","Solyc05g009690"," P1P2"," P1P2","P1P2","P1P2"
"6531","Solyc05g009700"," P1P2"," P1P3","P2P3","P1P2"
"6533","Solyc05g009720"," P1P2"," P1P2","P1P3","P1P3"
"6534","Solyc05g009780"," P1P2"," P1P3","P2P3","P2P3"
"6535","Solyc05g009790"," P1P2"," P1P2","P1P3","P1P3"
"6536","Solyc05g009800"," P1P2"," P1P2","P1P2","P2P3"
"6537","Solyc05g009820"," P1P2"," P1P2","P1P3","P1P3"
"6538","Solyc05g009840"," P1P2"," P1P2","P1P3","P1P3"
"6539","Solyc05g009850"," P1P2"," P1P2","P1P3","P1P3"
"6540","Solyc05g009870"," P1P2"," P1P2","P1P2","P1P3"
"6542","Solyc05g009890"," P1P2"," P1P2","P1P2","P1P2"
"6543","Solyc05g009910"," P1P2"," P2P3","P1P3","P1P3"
"6544","Solyc05g009920"," P1P2"," P1P2","P1P2","P1P2"
"6545","Solyc05g009930"," P1P2"," P1P2","P1P2","P1P2"
"6546","Solyc05g009940"," P1P2"," P1P2","P1P2","P2P3"
"6548","Solyc05g009980"," P1P2"," P1P2","P2P3","P2P3"
"6549","Solyc05g009990"," P1P2"," P1P2","P1P2","P2P3"
"6550","Solyc05g010050"," P1P2"," P1P2","P2P3","P1P2"
"6551","Solyc05g010080"," P1P2"," P1P2","P1P2","P1P2"
"6552","Solyc05g010100"," P1P2"," P2P3","P1P2","P1P2"
"6553","Solyc05g010120"," P1P2"," P1P2","P1P2","P2P3"
"6555","Solyc05g010150"," P1P2"," P1P2","P1P3","P1P2"
"6556","Solyc05g010160"," P1P2"," P1P2","P2P3","P2P3"
"6557","Solyc05g010240"," P1P2"," P1P3","P1P3","P1P3"
"6559","Solyc05g010270"," P1P2"," P1P2","P1P3","P1P2"
"6560","Solyc05g010280"," P1P2"," P1P3","P1P2","P2P3"
"6561","Solyc05g010290"," P1P2"," P2P3","P1P2","P1P2"
"6562","Solyc05g010300"," P1P2"," P2P3","P2P3","P2P3"
"6566","Solyc05g010420"," P1P2"," P1P2","P1P2","P1P2"
"6569","Solyc05g010440"," P1P2"," P2P3","P1P2","P1P3"
"6572","Solyc05g010590"," P1P2"," P1P2","P1P2","P1P2"
"6573","Solyc05g010610"," P1P2"," P1P2","P2P3","P1P2"
"6575","Solyc05g010640"," P1P2"," P1P2","P1P2","P2P3"
"6576","Solyc05g010660"," P1P2"," P1P2","P1P2","P1P2"
"6578","Solyc05g010770"," P1P2"," P1P3","P1P2","P1P2"
"6579","Solyc05g010780"," P1P2"," P1P3","P2P3","P1P2"
"6580","Solyc05g010810"," P1P2"," P1P2","P2P3","P1P3"
"6583","Solyc05g011830"," P1P2"," P1P2","P1P2","P1P3"
"6584","Solyc05g011920"," P1P2"," P2P3","P1P2","P1P2"
"6585","Solyc05g011930"," P1P2"," P1P2","P1P2","P2P3"
"6586","Solyc05g011960"," P1P2"," P1P2","P1P2","P1P2"
"6587","Solyc05g011970"," P1P2"," P1P2","P1P2","P1P2"
"6588","Solyc05g011980"," P1P2"," P2P3","P1P2","P1P2"
"6589","Solyc05g011990"," P1P2"," P1P2","P2P3","P1P2"
"6590","Solyc05g012010"," P1P2"," P1P2","P2P3","P1P2"
"6591","Solyc05g012040"," P1P2"," P1P2","P1P2","P1P3"
"6593","Solyc05g012060"," P1P2"," P1P2","P1P3","P1P2"
"6594","Solyc05g012070"," P1P2"," P2P3","P1P2","P1P3"
"6596","Solyc05g012100"," P1P2"," P1P2","P1P3","P1P2"
"6597","Solyc05g012110"," P1P2"," P1P2","P1P3","P1P3"
"6598","Solyc05g012120"," P1P2"," P2P3","P1P2","P1P3"
"6599","Solyc05g012130"," P1P2"," P1P2","P1P3","P2P3"
"6600","Solyc05g012140"," P1P2"," P1P2","P2P3","P1P2"
"6601","Solyc05g012150"," P1P2"," P1P2","P2P3","P2P3"
"6602","Solyc05g012160"," P1P2"," P1P3","P1P3","P1P3"
"6603","Solyc05g012190"," P1P2"," P1P2","P1P3","P1P2"
"6604","Solyc05g012200"," P1P2"," P1P3","P1P3","P1P2"
"6605","Solyc05g012220"," P1P2"," P1P2","P2P3","P1P3"
"6608","Solyc05g012260"," P1P2"," P1P2","P2P3","P2P3"
"6609","Solyc05g012270"," P1P2"," P1P2","P2P3","P2P3"
"6610","Solyc05g012290"," P1P2"," P1P2","P2P3","P1P3"
"6612","Solyc05g012330"," P1P2"," P1P3","P1P3","P1P2"
"6613","Solyc05g012340"," P1P2"," P1P2","P1P2","P1P2"
"6614","Solyc05g012360"," P1P2"," P1P2","P2P3","P1P2"
"6615","Solyc05g012370"," P1P2"," P2P3","P1P2","P1P2"
"6616","Solyc05g012380"," P1P2"," P1P2","P1P2","P1P3"
"6617","Solyc05g012390"," P1P2"," P1P2","P2P3","P1P2"
"6618","Solyc05g012400"," P1P2"," P1P2","P1P2","P1P2"
"6619","Solyc05g012440"," P1P2"," P1P2","P1P2","P1P2"
"6620","Solyc05g012460"," P1P2"," P1P2","P1P2","P2P3"
"6621","Solyc05g012480"," P1P2"," P2P3","P1P2","P1P3"
"6622","Solyc05g012500"," P1P2"," P1P2","P2P3","P1P2"
"6623","Solyc05g012560"," P1P2"," P1P3","P1P3","P1P3"
"6625","Solyc05g012590"," P1P2"," P2P3","P1P2","P1P2"
"6626","Solyc05g012610"," P1P2"," P1P2","P2P3","P1P3"
"6627","Solyc05g012620"," P1P2"," P1P2","P2P3","P1P2"
"6629","Solyc05g012640"," P1P2"," P1P2","P2P3","P1P3"
"6630","Solyc05g012650"," P1P2"," P1P2","P1P2","P1P2"
"6632","Solyc05g012680"," P1P2"," P1P2","P1P2","P1P3"
"6633","Solyc05g012690"," P1P2"," P1P3","P2P3","P1P2"
"6634","Solyc05g012700"," P1P2"," P1P2","P1P3","P1P2"
"6635","Solyc05g012710"," P1P2"," P2P3","P2P3","P2P3"
"6636","Solyc05g012770"," P1P2"," P1P2","P1P2","P1P3"
"6638","Solyc05g012800"," P1P2"," P1P2","P1P3","P1P3"
"6639","Solyc05g012920"," P1P2"," P1P2","P2P3","P1P3"
"6640","Solyc05g012940"," P1P2"," P1P2","P1P3","P1P3"
"6645","Solyc05g013130"," P1P2"," P1P2","P1P2","P1P2"
"6646","Solyc05g013140"," P1P2"," P1P2","P1P2","P2P3"
"6647","Solyc05g013150"," P1P2"," P1P2","P1P3","P1P3"
"6648","Solyc05g013160"," P1P2"," P1P2","P1P2","P1P3"
"6649","Solyc05g013170"," P1P2"," P1P2","P1P2","P1P3"
"6650","Solyc05g013190"," P1P2"," P1P2","P1P3","P2P3"
"6652","Solyc05g013210"," P1P2"," P2P3","P1P2","P2P3"
"6653","Solyc05g013240"," P1P2"," P1P2","P2P3","P1P3"
"6654","Solyc05g013280"," P1P2"," P2P3","P1P2","P1P3"
"6655","Solyc05g013300"," P1P2"," P1P3","P1P3","P1P2"
"6656","Solyc05g013310"," P1P3"," P1P2","P1P3","P2P3"
"6658","Solyc05g013340"," P1P2"," P1P2","P1P3","P2P3"
"6659","Solyc05g013380"," P1P2"," P1P2","P2P3","P1P2"
"6660","Solyc05g013390"," P1P2"," P1P3","P1P3","P2P3"
"6661","Solyc05g013400"," P1P2"," P2P3","P2P3","P1P3"
"6662","Solyc05g013410"," P1P2"," P1P2","P2P3","P1P2"
"6663","Solyc05g013440"," P1P2"," P1P2","P1P2","P1P3"
"6664","Solyc05g013450"," P1P2"," P1P2","P1P2","P1P2"
"6665","Solyc05g013480"," P1P2"," P1P2","P1P3","P2P3"
"6666","Solyc05g013490"," P1P2"," P1P2","P1P2","P1P2"
"6668","Solyc05g013570"," P1P2"," P1P2","P1P2","P2P3"
"6669","Solyc05g013580"," P1P2"," P1P2","P2P3","P1P2"
"6671","Solyc05g013660"," P1P2"," P1P2","P2P3","P2P3"
"6673","Solyc05g013700"," P1P2"," P1P2","P1P3","P1P3"
"6674","Solyc05g013710"," P1P2"," P1P2","P1P2","P1P3"
"6675","Solyc05g013720"," P1P2"," P1P2","P1P2","P1P3"
"6677","Solyc05g013740"," P1P2"," P2P3","P1P2","P2P3"
"6678","Solyc05g013750"," P1P2"," P1P2","P1P3","P1P3"
"6681","Solyc05g013780"," P1P2"," P1P2","P2P3","P1P3"
